"customerID","gender","SeniorCitizen","Partner","Dependents","tenure","PhoneService","MultipleLines","InternetService","OnlineSecurity","OnlineBackup","DeviceProtection","TechSupport","StreamingTV","StreamingMovies","ContractMonth.to.month","ContractOne.year","ContractTwo.year","PaperlessBilling","PaymentMethodBank.transfer..automatic.","PaymentMethodCredit.card..automatic.","PaymentMethodElectronic.check","PaymentMethodMailed.check","MonthlyCharges","Churn"
"8012-SOUDQ",0,1,0,0,0.43277996516958,1,1,2,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0.847067718327609,0
"9420-LOJKX",0,0,0,0,-0.707309272614812,1,0,2,1,1,0,0,1,1,1,0,0,1,0,1,0,0,1.14118490502629,1
"6575-SUVOI",0,1,1,0,-0.300134544834672,1,1,1,1,0,0,1,1,0,1,0,0,1,0,1,0,0,0.157470924655561,0
"7495-OOKFY",0,1,1,0,-0.99233158206091,1,1,2,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0.528025346315481,1
"4667-QONEA",0,1,1,1,1.12497700239582,1,0,1,1,1,1,1,0,1,0,1,0,1,0,1,0,0,0.335270579891487,0
"1658-BYGOY",1,1,0,0,-0.58515685428077,1,1,2,0,0,0,0,1,1,1,0,0,1,0,0,1,0,1.01988233650085,1
"8769-KKTPH",0,0,1,1,1.24712942072986,1,1,2,1,0,0,0,1,1,0,1,0,1,0,1,0,0,1.15946337425615,0
"5067-XJQFU",1,1,1,1,1.3692818390639,1,1,2,0,1,1,1,1,1,0,1,0,1,0,0,1,0,1.45191888193394,0
"3957-SQXML",0,0,1,1,0.0663227101674537,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,-1.32308508296322,0
"5954-BDFSG",0,0,0,0,1.61358667573199,1,1,2,0,0,1,1,1,1,0,0,1,1,0,1,0,0,1.4203469805369,0
"0434-CSFON",0,0,1,0,0.595649856281636,1,1,2,0,0,1,0,1,1,1,0,0,1,0,0,1,0,1.18771191761139,0
"1215-FIGMP",1,0,0,0,1.12497700239582,1,1,2,0,1,0,0,1,0,1,0,0,1,1,0,0,0,0.835435965181334,0
"0526-SXDJP",1,0,1,0,1.61358667573199,0,0,1,1,1,1,0,0,0,0,0,1,0,1,0,0,0,-0.753129178795721,0
"0557-ASKVU",0,0,1,1,-0.58515685428077,1,0,1,0,0,1,1,0,0,0,1,0,1,0,1,0,0,-0.344356139655182,0
"5698-BQJOH",0,0,0,0,-0.951614109282896,1,1,2,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0.984987077062019,1
"5122-CYFXA",0,0,0,0,-1.19591894595098,1,0,1,0,1,0,1,1,1,1,0,0,1,0,0,1,0,0.350225691079555,0
"8627-ZYGSZ",1,0,1,0,0.595649856281636,1,1,2,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0.469866580584104,0
"3410-YOQBQ",0,0,0,0,-0.0558297081665882,1,0,1,0,1,1,1,1,1,0,0,1,0,0,0,0,1,0.479836654709483,0
"3170-NMYVV",0,0,1,1,0.717802274615678,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,-1.48260626896929,0
"7410-OIEDU",1,0,0,0,-0.910896636504882,1,0,2,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0.501438481981137,0
"2273-QCKXA",1,0,0,0,-1.27735389150701,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,-0.522155794891108,0
"0731-EBJQB",0,0,1,1,0.799237220171706,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,-1.4742978738648,0
"1891-QRQSA",1,1,1,1,1.28784689350787,1,1,2,1,0,1,1,1,1,0,0,1,1,1,0,0,0,1.55660466025042,0
"8028-PNXHQ",1,0,1,1,1.20641194795185,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,-1.34634858925577,0
"5630-AHZIL",0,0,0,1,-1.19591894595098,1,0,1,1,0,0,1,0,1,1,0,0,1,1,0,0,0,-0.00869697743408875,0
"2673-CXQEU",0,1,0,0,0.962107111283762,1,1,2,1,1,1,0,1,1,0,1,0,0,0,0,1,0,1.52004772179069,0
"6416-JNVRK",0,0,0,0,0.554932383503622,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,-0.30281416413277,0
"5590-ZSKRV",0,0,1,1,-0.99233158206091,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,-0.3360477445507,0
"0191-ZHSKZ",1,1,0,0,-0.0965471809446022,1,0,1,1,1,0,0,1,1,1,0,0,1,0,0,1,0,0.331947221849694,0
"3887-PBQAO",0,0,1,1,0.514214910725608,1,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,-1.29151318156619,0
"5919-TMRGD",0,0,0,1,-1.27735389150701,1,0,2,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0.484821691772172,1
"8108-UXRQN",0,0,1,1,-0.870179163726868,0,0,1,1,0,0,0,1,1,1,0,0,0,0,0,1,0,-0.472305424264213,0
"9191-MYQKX",0,0,1,0,-1.03304905483892,1,0,2,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0.345240654016866,1
"9919-YLNNG",0,0,0,0,0.392062492391566,1,0,2,0,1,1,1,1,1,1,0,0,1,1,0,0,0,1.29738273299056,0
"0318-ZOPWS",0,0,1,0,0.677084801837664,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,-1.48260626896929,0
"4445-ZJNMU",1,0,0,0,-0.951614109282896,1,1,2,0,1,0,0,1,1,1,0,0,1,0,1,0,0,1.14783162110988,0
"4808-YNLEU",0,0,1,0,0.107040182945468,1,0,1,1,0,0,0,1,0,0,1,0,1,1,0,0,0,-0.0867958914162244,0
"1862-QRWPE",0,0,1,1,0.63636732905965,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,-1.46598947876032,0
"2796-NNUFI",0,0,1,1,0.554932383503622,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,-1.48925298505287,0
"3016-KSVCP",1,0,1,0,-0.137264653722616,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,-1.03062957528544,0
"4767-HZZHQ",1,0,1,1,-0.0965471809446022,1,0,2,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0.574552358900583,0
"2424-WVHPL",1,1,0,0,-1.27735389150701,1,0,2,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0.330285542828797,0
"7233-PAHHL",1,0,1,1,1.3692818390639,1,1,1,1,0,1,1,1,1,0,0,1,1,0,0,0,1,0.639357840715547,0
"6067-NGCEU",0,0,0,0,1.32856436628589,1,1,2,1,1,1,0,1,1,1,0,0,1,0,1,0,0,1.53832619102055,0
"9848-JQJTX",1,0,0,0,1.61358667573199,1,1,2,0,1,1,0,1,1,0,0,1,1,1,0,0,0,1.20100534977856,0
"8637-XJIVR",0,0,0,0,-0.829461690948854,1,1,2,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0.471528259605,1
"9803-FTJCG",1,0,1,1,1.57286920295397,1,1,1,1,1,0,1,0,0,0,1,0,1,0,1,0,0,0.0694019365480466,0
"0278-YXOOG",1,0,0,0,-1.11448400039495,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,-1.45269604659315,1
"3212-KXOCR",1,0,0,0,0.799237220171706,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,-1.45435772561404,0
"4598-XLKNJ",0,1,1,0,-0.300134544834672,1,0,2,0,1,1,0,1,1,1,0,0,1,0,0,1,0,1.12124475677553,1
"6380-ARCEH",1,0,0,0,-1.27735389150701,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,-1.48094458994839,0
"3679-XASPY",0,0,1,1,-1.27735389150701,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,-1.50586977526184,0
"7123-WQUHX",1,0,0,0,0.22919260127951,1,1,2,0,0,1,1,1,0,0,1,0,0,1,0,0,0,1.00492722531278,0
"5386-THSLQ",0,1,1,0,1.3692818390639,0,0,1,0,1,1,0,1,0,0,1,0,0,1,0,0,0,-0.638473326353863,0
"3192-NQECA",1,0,1,0,1.45071678461993,1,1,2,0,1,1,1,1,1,0,0,1,1,1,0,0,0,1.50343093158173,1
"6180-YBIQI",1,0,0,0,-1.11448400039495,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,-1.34468691023488,0
"6728-DKUCO",0,0,1,1,1.61358667573199,1,1,2,1,1,0,0,1,1,0,1,0,1,0,0,1,0,1.30901448613684,0
"9750-BOOHV",0,0,0,0,-0.0151122353885744,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,-1.15027046478999,0
"8597-CWYHH",1,0,0,0,0.43277996516958,1,1,2,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0.983325398041122,0
"2848-YXSMW",1,0,1,1,1.61358667573199,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,-1.50753145428273,0
"0486-HECZI",1,0,1,0,0.921389638505748,1,1,2,1,1,0,0,1,0,1,0,0,1,0,0,1,0,1.06308599104415,1
"4549-ZDQYY",0,0,0,0,0.799237220171706,1,0,1,1,0,1,1,0,0,0,1,0,0,0,1,0,0,-0.22637692917153,0
"5712-AHQNN",0,0,0,0,0.43277996516958,1,0,2,0,1,1,0,1,0,1,0,0,1,0,0,1,0,0.893594730912711,0
"4846-WHAFZ",0,1,1,0,0.188475128501496,1,1,2,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0.390105987581071,1
"5256-SKJGO",0,0,1,1,1.28784689350787,0,0,1,0,1,0,1,1,1,0,0,1,1,0,0,1,0,-0.337709423571596,0
"3071-VBYPO",1,0,1,1,-1.19591894595098,1,0,2,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0.833774286160437,0
"9560-BBZXK",0,0,0,0,0.147757655723482,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,-1.12036024241385,0
"5299-RULOA",0,0,1,1,-0.910896636504882,1,1,2,1,0,0,0,1,1,1,0,0,1,0,0,1,0,1.17940352250691,1
"8402-OOOHJ",0,0,0,0,0.351345019613552,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,-1.46598947876032,0
"9445-ZUEQE",1,0,1,1,-0.218699599278644,1,1,2,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0.679238137217063,0
"1091-SOZGA",0,0,1,1,0.962107111283762,1,1,2,0,0,1,0,1,1,0,1,0,1,0,1,0,0,1.16444841131884,0
"2928-HLDBA",0,0,0,0,-1.07376652761694,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,-1.46432779973942,0
"0404-SWRVG",1,0,0,0,-1.19591894595098,1,1,2,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0.320315468703419,1
"6497-TILVL",0,0,1,1,-1.03304905483892,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,-0.467320387201523,0
"7219-TLZHO",0,0,1,1,-1.15520147317297,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,-1.45934276267673,0
"4622-YNKIJ",1,0,0,0,0.0256052373894397,1,0,2,1,0,0,1,1,0,0,0,1,1,0,0,1,0,0.8038640637843,0
"4412-YLTKF",0,1,0,0,-0.218699599278644,1,1,2,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0.441618037228863,1
"6734-PSBAW",1,0,1,0,1.61358667573199,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,-1.36961209554832,0
"3930-ZGWVE",1,0,0,0,-1.27735389150701,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,-1.49589970113646,0
"2639-UGMAZ",1,1,0,0,1.57286920295397,0,0,1,1,1,0,0,1,1,0,1,0,1,0,0,1,0,-0.276227299798425,0
"2876-GZYZC",0,0,0,0,-0.78874421817084,1,1,2,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0.70416332253051,0
"6207-WIOLX",0,0,1,1,-0.300134544834672,0,0,1,1,1,1,0,1,1,1,0,0,1,0,1,0,0,-0.204775101899876,1
"8587-XYZSF",1,0,0,0,1.40999931184192,1,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,-0.472305424264213,0
"3091-FYHKI",1,0,0,0,-1.27735389150701,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,-0.974132488574956,1
"2372-HWUHI",1,0,0,0,-1.23663641872899,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,-0.678353622855379,1
"7799-LGRDP",0,0,0,0,0.43277996516958,1,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,-1.29815989764977,0
"7850-VWJUU",0,0,0,0,-0.3815694903907,1,0,2,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0.340255616954177,0
"3774-VBNXY",0,0,1,1,1.28784689350787,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,-1.48094458994839,0
"6217-KDYWC",1,0,0,1,1.00282458406178,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,-1.50088473819915,0
"0390-DCFDQ",0,1,1,0,-1.27735389150701,1,0,2,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0.189042826052595,1
"3146-MSEGF",0,1,1,1,1.61358667573199,1,1,1,1,1,1,1,1,1,0,0,1,1,0,1,0,0,0.773953841408163,0
"4080-OGPJL",0,0,0,0,-0.99233158206091,1,1,1,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0.212306332345146,1
"1095-WGNGG",0,0,1,0,1.16569447517383,1,1,2,0,1,0,0,1,1,0,0,1,1,1,0,0,0,1.20599038684125,0
"2636-SJDOU",1,0,0,0,1.28784689350787,1,1,2,1,1,0,0,0,0,0,1,0,1,0,1,0,0,0.649327914840926,0
"1131-QQZEB",1,1,1,0,1.57286920295397,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,-1.35631866338115,0
"5716-EZXZN",0,0,1,1,1.32856436628589,1,1,2,1,1,0,1,1,0,0,0,1,1,0,1,0,0,1.13952322600539,0
"6837-BJYDQ",1,0,0,0,-1.19591894595098,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,-1.50088473819915,0
"2135-RXIHG",1,0,0,0,-1.27735389150701,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,-0.63514996831207,1
"6440-DKQGE",1,0,0,1,-0.0965471809446022,1,0,1,0,1,1,0,1,0,0,1,0,0,0,1,0,0,-0.00869697743408875,0
"3466-BYAVD",1,0,1,1,-0.707309272614812,1,0,1,0,1,1,1,0,1,1,0,0,1,0,0,0,1,0.157470924655561,0
"3780-YVMFA",0,0,1,1,-0.99233158206091,1,0,1,0,0,0,1,1,1,1,0,0,1,0,0,1,0,0.125899023258528,0
"3874-EQOEP",1,0,0,0,-1.03304905483892,1,1,2,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1.00492722531278,1
"1679-JRFBR",0,0,1,1,1.53215173017596,1,1,2,1,1,1,0,1,1,0,1,0,1,0,1,0,0,1.44194880780856,0
"9073-ZZIAY",1,0,1,1,1.20641194795185,1,0,1,1,1,1,1,1,1,0,0,1,0,0,0,1,0,0.7091483595932,0
"3077-RSNTJ",0,0,1,1,-1.07376652761694,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,-1.49756138015735,0
"6551-GNYDG",0,0,1,1,-0.748026745392826,1,0,2,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0.536333741419964,0
"9167-APMXZ",0,0,0,0,-0.422286963168714,1,1,2,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0.644342877778236,0
"2749-CTKAJ",1,0,1,1,-0.422286963168714,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,-1.48260626896929,0
"6371-NZYEG",1,0,1,1,-0.666591799836798,1,0,1,1,0,1,0,1,0,0,0,1,0,0,0,0,1,-0.0170053725385712,0
"7554-NEWDD",1,0,0,0,-0.910896636504882,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,-1.29815989764977,0
"8992-VONJD",0,0,0,1,-0.78874421817084,1,0,1,1,1,0,0,0,0,1,0,0,1,0,0,1,0,-0.291182410986494,0
"0867-MKZVY",0,0,1,0,-0.503721908724742,1,1,2,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0.586184112046859,1
"4482-EWFMI",0,0,0,0,-1.23663641872899,1,0,2,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0.164117640739147,0
"4648-YPBTM",1,0,0,0,0.83995469294972,1,1,1,0,1,1,1,0,1,0,0,1,1,1,0,0,0,0.303698678494454,0
"2907-ILJBN",0,0,1,1,-0.870179163726868,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,-1.46765115778122,0
"6345-FZOQH",1,0,1,0,1.49143425739794,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,-1.49091466407377,0
"3376-BMGFE",0,0,0,0,-1.15520147317297,1,0,2,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0.203997937240663,1
"5997-OPVFA",1,0,1,0,1.61358667573199,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,0,0,0.807187421826093,0
"3445-HXXGF",1,1,1,0,1.04354205683979,0,0,1,0,1,1,0,0,1,1,0,0,1,0,0,1,0,-0.646781721458345,1
"1159-WFSGR",0,0,1,1,-0.666591799836798,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,-1.4742978738648,0
"7654-YWJUF",1,0,1,0,0.43277996516958,1,0,2,1,0,1,1,0,0,0,1,0,1,1,0,0,0,0.647666235820029,0
"1875-QIVME",0,0,1,0,-1.23663641872899,1,1,2,0,0,1,1,1,1,1,0,0,1,0,0,1,0,1.31732288124132,1
"6727-IOTLZ",1,0,1,0,-0.748026745392826,1,0,1,0,1,1,1,1,1,0,0,1,0,0,0,0,1,0.57122900085879,0
"0691-JVSYA",0,0,1,0,0.83995469294972,1,0,2,0,0,1,0,1,1,0,1,0,1,1,0,0,0,0.999942188250087,1
"5918-VUKWP",0,0,0,0,-0.0151122353885744,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,-1.46931283680211,0
"1744-JHKYS",0,0,1,0,0.0663227101674537,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,-1.3313934780677,0
"2656-FMOKZ",0,1,0,0,-0.707309272614812,1,1,2,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0.321977147724315,1
"2070-FNEXE",0,1,0,0,-1.03304905483892,1,0,2,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0.388444308560175,1
"5947-SGKCL",0,0,1,1,-0.707309272614812,1,1,2,0,1,1,0,1,1,1,0,0,1,1,0,0,0,1.34889478263835,0
"3712-PKXZA",1,0,1,0,1.16569447517383,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,-1.46931283680211,0
"6317-YPKDH",0,0,0,0,-1.27735389150701,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,-1.15691718087357,1
"6582-OIVSP",0,0,0,0,-1.27735389150701,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,-0.646781721458345,0
"9367-WXLCH",1,0,0,0,-0.99233158206091,1,1,2,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0.655974630924512,1
"5524-KHNJP",1,0,1,1,0.0256052373894397,1,0,1,1,0,1,0,1,1,0,1,0,0,0,1,0,0,0.331947221849694,0
"1918-ZBFQJ",0,0,0,0,-0.78874421817084,1,0,2,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0.481498333730379,1
"1024-GUALD",0,0,1,0,-1.27735389150701,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,-1.32807012002591,1
"4827-USJHP",1,0,0,0,-0.503721908724742,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,-0.4307634487418,0
"8167-GJLRN",1,0,0,0,-1.19591894595098,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,-1.1419620696855,0
"0956-SYCWG",0,0,0,0,-0.78874421817084,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,-1.49922305917825,0
"8017-UVSZU",0,0,1,0,0.310627546835538,1,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,-0.271242262735736,0
